"","X","researcher","hourdate_HOBO","hour_ELITECH","temp","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","intensity.Ephedra.californica","intensity.triangle","intensity.square","intensity.open"
"1801",11787,"ng","04/24/23 07:50:00  PM","",16.999,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5,NA
"1802",11789,"ng","04/24/23 08:10:00  PM","",16.523,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1803",11790,"ng","04/24/23 08:20:00  PM","",16.427,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1804",11792,"ng","04/24/23 08:40:00  PM","",16.427,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1805",11793,"ng","04/24/23 08:50:00  PM","",15.378,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1806",11795,"ng","04/24/23 09:10:00  PM","",12.401,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1807",11796,"ng","04/24/23 09:20:00  PM","",10.944,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1808",11798,"ng","04/24/23 09:40:00  PM","",11.236,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1809",11799,"ng","04/24/23 09:50:00  PM","",10.846,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1810",11801,"ng","04/24/23 10:10:00  PM","",9.472,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1811",11802,"ng","04/24/23 10:20:00  PM","",9.176,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1812",11804,"ng","04/24/23 10:40:00  PM","",9.275,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1813",11805,"ng","04/24/23 10:50:00  PM","",8.879,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1814",11807,"ng","04/24/23 11:10:00  PM","",8.879,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1815",11808,"ng","04/24/23 11:20:00  PM","",8.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1816",11810,"ng","04/24/23 11:40:00  PM","",8.779,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1817",11811,"ng","04/24/23 11:50:00  PM","",8.779,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1818",11813,"ng","04/25/23 12:10:00  AM","",8.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1819",11814,"ng","04/25/23 12:20:00  AM","",8.581,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1820",11816,"ng","04/25/23 12:40:00  AM","",7.983,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1821",11817,"ng","04/25/23 12:50:00  AM","",7.682,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1822",11819,"ng","04/25/23 01:10:00  AM","",7.481,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1823",11820,"ng","04/25/23 01:20:00  AM","",7.381,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1824",11822,"ng","04/25/23 01:40:00  AM","",7.079,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1825",11823,"ng","04/25/23 01:50:00  AM","",7.179,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1826",11825,"ng","04/25/23 02:10:00  AM","",6.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1827",11826,"ng","04/25/23 02:20:00  AM","",6.674,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1828",11828,"ng","04/25/23 02:40:00  AM","",5.757,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1829",11829,"ng","04/25/23 02:50:00  AM","",5.552,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1830",11831,"ng","04/25/23 03:10:00  AM","",4.727,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1831",11832,"ng","04/25/23 03:20:00  AM","",5.552,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1832",11834,"ng","04/25/23 03:40:00  AM","",5.347,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1833",11835,"ng","04/25/23 03:50:00  AM","",5.141,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1834",11837,"ng","04/25/23 04:10:00  AM","",5.037,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1835",11838,"ng","04/25/23 04:20:00  AM","",4.934,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1836",11840,"ng","04/25/23 04:40:00  AM","",4.727,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1837",11841,"ng","04/25/23 04:50:00  AM","",4.623,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1838",11843,"ng","04/25/23 05:10:00  AM","",4.207,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1839",11844,"ng","04/25/23 05:20:00  AM","",3.893,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1840",11846,"ng","04/25/23 05:40:00  AM","",4.415,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1841",11847,"ng","04/25/23 05:50:00  AM","",4.519,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1842",11849,"ng","04/25/23 06:10:00  AM","",4.519,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,27,NA
"1843",11850,"ng","04/25/23 06:20:00  AM","",4.727,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,83,NA
"1844",11852,"ng","04/25/23 06:40:00  AM","",6.37,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,272,NA
"1845",11853,"ng","04/25/23 06:50:00  AM","",7.481,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,416,NA
"1846",11855,"ng","04/25/23 07:10:00  AM","",9.669,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,672,NA
"1847",11856,"ng","04/25/23 07:20:00  AM","",11.625,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,960,NA
"1848",11858,"ng","04/25/23 07:40:00  AM","",23.869,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3584,NA
"1849",11859,"ng","04/25/23 07:50:00  AM","",30.457,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4352,NA
"1850",11861,"ng","04/25/23 08:10:00  AM","",34.903,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5120,NA
"1851",11862,"ng","04/25/23 08:20:00  AM","",35.542,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5376,NA
"1852",11864,"ng","04/25/23 08:40:00  AM","",36.837,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5888,NA
"1853",11865,"ng","04/25/23 08:50:00  AM","",37.714,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6144,NA
"1854",11867,"ng","04/25/23 09:10:00  AM","",39.276,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6400,NA
"1855",11868,"ng","04/25/23 09:20:00  AM","",39.957,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6656,NA
"1856",11870,"ng","04/25/23 09:40:00  AM","",40.53,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1857",11871,"ng","04/25/23 09:50:00  AM","",40.761,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1858",11873,"ng","04/25/23 10:10:00  AM","",41.108,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1859",11874,"ng","04/25/23 10:20:00  AM","",42.878,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1860",11876,"ng","04/25/23 10:40:00  AM","",42.998,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1861",11877,"ng","04/25/23 10:50:00  AM","",42.282,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6656,NA
"1862",11879,"ng","04/25/23 11:10:00  AM","",41.575,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5888,NA
"1863",11880,"ng","04/25/23 11:20:00  AM","",35.971,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4608,NA
"1864",11882,"ng","04/25/23 11:40:00  AM","",30.862,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3584,NA
"1865",11883,"ng","04/25/23 11:50:00  AM","",30.457,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3200,NA
"1866",11885,"ng","04/25/23 12:10:00  PM","",30.76,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2432,NA
"1867",11886,"ng","04/25/23 12:20:00  PM","",30.457,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2816,NA
"1868",11888,"ng","04/25/23 12:40:00  PM","",30.255,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2816,NA
"1869",11889,"ng","04/25/23 12:50:00  PM","",30.054,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1870",11891,"ng","04/25/23 01:10:00  PM","",30.659,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1871",11892,"ng","04/25/23 01:20:00  PM","",30.862,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1872",11894,"ng","04/25/23 01:40:00  PM","",31.064,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1873",11895,"ng","04/25/23 01:50:00  PM","",31.064,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1874",11897,"ng","04/25/23 02:10:00  PM","",30.154,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2432,NA
"1875",11898,"ng","04/25/23 02:20:00  PM","",30.356,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2560,NA
"1876",11900,"ng","04/25/23 02:40:00  PM","",29.752,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2560,NA
"1877",11901,"ng","04/25/23 02:50:00  PM","",29.252,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2560,NA
"1878",11903,"ng","04/25/23 03:10:00  PM","",30.154,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2944,NA
"1879",11904,"ng","04/25/23 03:20:00  PM","",30.457,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3200,NA
"1880",11906,"ng","04/25/23 03:40:00  PM","",30.862,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3968,NA
"1881",11907,"ng","04/25/23 03:50:00  PM","",30.054,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3456,NA
"1882",11909,"ng","04/25/23 04:10:00  PM","",31.676,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4352,NA
"1883",11910,"ng","04/25/23 04:20:00  PM","",32.291,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4352,NA
"1884",11912,"ng","04/25/23 04:40:00  PM","",31.064,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3968,NA
"1885",11913,"ng","04/25/23 04:50:00  PM","",29.853,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3712,NA
"1886",11915,"ng","04/25/23 05:10:00  PM","",30.356,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4096,NA
"1887",11916,"ng","04/25/23 05:20:00  PM","",29.752,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3968,NA
"1888",11918,"ng","04/25/23 05:40:00  PM","",29.252,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3584,NA
"1889",11919,"ng","04/25/23 05:50:00  PM","",28.456,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3328,NA
"1890",11921,"ng","04/25/23 06:10:00  PM","",27.37,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2944,NA
"1891",11922,"ng","04/25/23 06:20:00  PM","",26.781,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2688,NA
"1892",11924,"ng","04/25/23 06:40:00  PM","",26,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2176,NA
"1893",11925,"ng","04/25/23 06:50:00  PM","",25.319,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,1920,NA
"1894",11927,"ng","04/25/23 07:10:00  PM","",22.812,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,864,NA
"1895",11928,"ng","04/25/23 07:20:00  PM","",20.043,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,400,NA
"1896",11930,"ng","04/25/23 07:40:00  PM","",14.996,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,67,NA
"1897",11931,"ng","04/25/23 07:50:00  PM","",13.75,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,14,NA
"1898",11933,"ng","04/25/23 08:10:00  PM","",13.461,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1899",11934,"ng","04/25/23 08:20:00  PM","",13.654,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1900",11936,"ng","04/25/23 08:40:00  PM","",12.98,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1901",11937,"ng","04/25/23 08:50:00  PM","",12.883,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1902",11939,"ng","04/25/23 09:10:00  PM","",12.207,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1903",11940,"ng","04/25/23 09:20:00  PM","",11.722,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1904",11942,"ng","04/25/23 09:40:00  PM","",9.472,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1905",11943,"ng","04/25/23 09:50:00  PM","",9.275,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1906",11945,"ng","04/25/23 10:10:00  PM","",9.373,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1907",11946,"ng","04/25/23 10:20:00  PM","",8.481,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1908",11948,"ng","04/25/23 10:40:00  PM","",7.381,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1909",11949,"ng","04/25/23 10:50:00  PM","",9.768,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1910",11951,"ng","04/25/23 11:10:00  PM","",7.582,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1911",11952,"ng","04/25/23 11:20:00  PM","",7.582,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1912",11954,"ng","04/25/23 11:40:00  PM","",8.082,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1913",11955,"ng","04/25/23 11:50:00  PM","",6.877,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1914",11957,"ng","04/26/23 12:10:00  AM","",7.882,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1915",11958,"ng","04/26/23 12:20:00  AM","",8.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1916",11960,"ng","04/26/23 12:40:00  AM","",6.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1917",11961,"ng","04/26/23 12:50:00  AM","",6.37,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1918",11963,"ng","04/26/23 01:10:00  AM","",7.079,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1919",11964,"ng","04/26/23 01:20:00  AM","",7.381,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1920",11966,"ng","04/26/23 01:40:00  AM","",7.481,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1921",11967,"ng","04/26/23 01:50:00  AM","",7.682,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1922",11969,"ng","04/26/23 02:10:00  AM","",7.882,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1923",11970,"ng","04/26/23 02:20:00  AM","",8.082,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1924",11972,"ng","04/26/23 02:40:00  AM","",8.082,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1925",11973,"ng","04/26/23 02:50:00  AM","",8.68,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1926",11975,"ng","04/26/23 03:10:00  AM","",5.86,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1927",11976,"ng","04/26/23 03:20:00  AM","",6.471,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1928",11978,"ng","04/26/23 03:40:00  AM","",5.86,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1929",11979,"ng","04/26/23 03:50:00  AM","",6.674,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1930",11981,"ng","04/26/23 04:10:00  AM","",6.064,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1931",11982,"ng","04/26/23 04:20:00  AM","",6.268,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1932",11984,"ng","04/26/23 04:40:00  AM","",5.962,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1933",11985,"ng","04/26/23 04:50:00  AM","",5.962,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1934",11987,"ng","04/26/23 05:10:00  AM","",6.37,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1935",11988,"ng","04/26/23 05:20:00  AM","",6.573,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1936",11990,"ng","04/26/23 05:40:00  AM","",6.268,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1937",11991,"ng","04/26/23 05:50:00  AM","",6.573,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,0,NA
"1938",11993,"ng","04/26/23 06:10:00  AM","",6.978,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,33,NA
"1939",11994,"ng","04/26/23 06:20:00  AM","",7.582,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,100,NA
"1940",11996,"ng","04/26/23 06:40:00  AM","",8.182,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,288,NA
"1941",11997,"ng","04/26/23 06:50:00  AM","",9.176,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,400,NA
"1942",11999,"ng","04/26/23 07:10:00  AM","",11.722,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,608,NA
"1943",12000,"ng","04/26/23 07:20:00  AM","",13.942,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,960,NA
"1944",12002,"ng","04/26/23 07:40:00  AM","",27.468,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3840,NA
"1945",12003,"ng","04/26/23 07:50:00  AM","",33.118,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4608,NA
"1946",12005,"ng","04/26/23 08:10:00  AM","",38.268,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5376,NA
"1947",12006,"ng","04/26/23 08:20:00  AM","",40.185,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5376,NA
"1948",12008,"ng","04/26/23 08:40:00  AM","",43.118,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6144,NA
"1949",12009,"ng","04/26/23 08:50:00  AM","",43.238,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6400,NA
"1950",12011,"ng","04/26/23 09:10:00  AM","",43.844,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6656,NA
"1951",12012,"ng","04/26/23 09:20:00  AM","",45.577,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6656,NA
"1952",12014,"ng","04/26/23 09:40:00  AM","",47.499,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1953",12015,"ng","04/26/23 09:50:00  AM","",47.109,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1954",12017,"ng","04/26/23 10:10:00  AM","",46.979,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,7168,NA
"1955",12018,"ng","04/26/23 10:20:00  AM","",47.238,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1956",12020,"ng","04/26/23 10:40:00  AM","",47.368,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6912,NA
"1957",12021,"ng","04/26/23 10:50:00  AM","",47.238,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,6656,NA
"1958",12023,"ng","04/26/23 11:10:00  AM","",42.998,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,5632,NA
"1959",12024,"ng","04/26/23 11:20:00  AM","",38.49,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,4608,NA
"1960",12026,"ng","04/26/23 11:40:00  AM","",33.848,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3456,NA
"1961",12027,"ng","04/26/23 11:50:00  AM","",33.743,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3072,NA
"1962",12029,"ng","04/26/23 12:10:00  PM","",34.058,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2816,NA
"1963",12030,"ng","04/26/23 12:20:00  PM","",33.639,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,3072,NA
"1964",12032,"ng","04/26/23 12:40:00  PM","",32.911,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2560,NA
"1965",12033,"ng","04/26/23 12:50:00  PM","",33.535,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2560,NA
"1966",12035,"ng","04/26/23 01:10:00  PM","",33.118,NA,20597568,35.11929,-119.62988,"San Joaquin","Carrizo_4","HOBO",3,NA,NA,2432,NA
