unique.bird,bird.id,date,month,day,month.day.hour,season,walk,start.time,end.time,lat,lon,order,family,species,migratory.class,trophic.guild,behavior,broad.behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat.height,photo.id,hour,time,distance,transect,transect.start.lat,transect.start.lon,transect.end.lat,transect.end.lon,notes
433flower,433,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78135,-115.6636,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
434flower,434,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78135,-115.6636,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
435flower,435,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78135,-115.6636,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
436flower,436,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78193,-115.66339,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,9:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
437flower,437,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78198,-115.66322,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:46,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
438flower,438,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78198,-115.66322,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:46,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
439flower,439,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78245,-115.66328,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,gravel,non-vegetative,other,land,na,no photo,8,9:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
43fruit,43,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34.78237,-115.66257,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying between plants,Active movement,yucca,vegetative,cactus,yucca,100,"503-522, 550-564, 579-598",18,18:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
440flower,440,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34.78245,-115.66328,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,gravel,non-vegetative,other,land,na,no photo,8,9:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
441flower,441,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying,Active movement,rock,non-vegetative,other,land,na,no photo,8,9:57,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
443flower,443,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,10:00,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
444flower,444,5/4/2019,5,4,5.4.8,spring,12,8:15,10:15,34,-115,Apodiformes,Trochilidae,Unknown Hummingbird,summer resident,nectarivore,Sparring,Territorial/mating,air,non-vegetative,other,air,na,no photo,8,10:00,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
44fruit,44,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34.78237,-115.66257,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying between plants,Active movement,yucca,vegetative,cactus,yucca,100,"503-522, 550-564, 579-599",18,18:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
450flower,450,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.78167,-115.6627,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Calling,Territorial/mating,rock,non-vegetative,other,land,na,no photo,16,16:21,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
451flower,451,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.78171,-115.6625,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,16,16:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
453flower,453,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.7812,-115.66254,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,7,16,16:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
454flower,454,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.7812,-115.66258,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,06-Jan,16,16:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
45flower,45,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78221,-115.66355,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,14,14:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
45fruit,45,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34.78237,-115.66257,Passeriformes,Fringillidae,House Finch,resident,frugivore,Eating fruit,Feeding,yucca,vegetative,cactus,yucca,75,"523-541, 565-573",18,18:30,1,1,34.78299,-115.66235,34.77833,.115.66293,eating yucca fruit
461flower,461,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.78091,-115.66267,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,16,17:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
462flower,462,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.77967,-115.66264,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,16,17:27,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
464flower,464,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34,-115,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,16,17:39,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
465flower,465,5/5/2019,5,5,5.5.16,spring,13,16:05,18:05,34.77846,-115.66301,Passeriformes,Tyrannidae,Say's Phoebe,resident,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,16,17:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
469flower,469,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.7801,-115.6646,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,33.34,18,18:19,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
46flower,46,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.7822,-115.66359,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,14,14:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
46fruit,46,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34.78237,-115.66257,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,yucca,vegetative,cactus,yucca,100,574-578,18,18:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
471flower,471,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78146,-115.66337,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,18,18:30,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
473flower,473,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78148,-115.66332,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,18,18:36,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
474flower,474,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78201,-115.6636,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,18,19:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
475flower,475,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78209,-115.6634,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,35.37,18,19:05,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
476flower,476,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34,-115,Passeriformes,Fringillidae,House Finch,resident,frugivore,Singing,Territorial/mating,rock,non-vegetative,other,land,na,no photo,18,19:06,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
477flower,477,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78307,-115.66257,Passeriformes,Fringillidae,House Finch,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,38.42,18,19:06,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
478flower,478,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78168,-115.6637,Passeriformes,Parulidae,Wilson's Warbler,migrant,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,na,43.74,18,19:23,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
480flower,480,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34.78295,-115.66332,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:39,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
481flower,481,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34,-115,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
482flower,482,5/5/2019,5,5,5.5.18,spring,14,18:05,20:05,34,-115,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:40,3,2,34.78303,-115.66309,34.77863,-115.66402,no notes
488flower,488,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78249,-115.66287,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying on plant,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,6,6:32,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
489flower,489,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78265,-115.66286,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,6,6:32,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
490flower,490,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78264,-115.66267,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying,Active movement,cactus canopy,vegetative,cactus,cactus,na,92.1,6,6:33,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
494flower,494,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34,-115,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,6,6:44,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
495flower,495,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78231,-115.66293,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,6,6:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
496flower,496,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78221,-115.66258,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,6,6:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
497flower,497,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78229,-115.66264,Apodiformes,Trochilidae,Costa's Hummingbird,summer resident,nectarivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,no photo,6,6:46,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
49fruit,49,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:13,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
4flower,4,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.7829,-115.66235,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,10,10:37,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
4fruit,4,8/14/2019,8,14,8.14.17,summer,27,17:30,19:30,34.78013,-115.66302,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,25,no photo,17,18:40,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
500flower,500,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78205,-115.66231,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,6:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
501flower,501,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78209,-115.66257,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,6:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
502flower,502,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78232,-115.66266,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,101.108,6,6:54,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
504flower,504,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78134,-115.66248,Passeriformes,Unknown,Unknown Passerine,unknown,Unknown,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,6,7:02,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
505flower,505,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78163,-115.66277,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,6,7:03,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
506flower,506,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34,-115,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Singing,Territorial/mating,rock,non-vegetative,other,land,na,no photo,6,7:06,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
50flower,50,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.78115,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,14,14:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
50fruit,50,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:13,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
512flower,512,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78156,-115.66266,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,109.115,6,7:15,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
513flower,513,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78178,-115.66233,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:17,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
514flower,514,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78147,-115.66258,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Walking,Active movement,grass,vegetative,other,land,na,no photo,6,7:21,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
515flower,515,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78144,-115.66249,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Standing on ground,Inactivity,grass,vegetative,other,land,na,no photo,6,7:21,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
516flower,516,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78134,-115.66245,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Walking,Active movement,grass,vegetative,other,land,na,no photo,6,7:21,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
517flower,517,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78108,-115.6628,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,116.126,6,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
519flower,519,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78108,-115.66304,Passeriformes,Parulidae,Wilson's Warbler,migrant,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,127.196,6,7:31,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
51flower,51,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.7809,-115.66307,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,07-Jan,14,14:59,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
51fruit,51,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:13,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
520flower,520,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
521flower,521,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
522flower,522,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
523flower,523,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
524flower,524,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
525flower,525,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
526flower,526,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
527flower,527,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78083,-115.66306,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:37,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
528flower,528,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34,-115,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,6,7:39,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
52flower,52,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.7809,-115.66308,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,14,14:59,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
52fruit,52,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:13,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
530flower,530,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78065,-115.6631,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,6,7:44,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
532flower,532,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78015,-115.66303,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,197.199,6,7:56,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
533flower,533,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34.78,-115.66305,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Foraging,Feeding,annuals,vegetative,other,land,na,200.238,6,7:57,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
535flower,535,5/6/2019,5,6,5.6.6,spring,15,6:20,8:20,34,-115,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,rock,non-vegetative,other,land,na,no photo,6,8:07,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
536flower,536,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.77814,-115.66428,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,summer resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,8:22,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
537flower,537,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.77891,-115.66403,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,239.248,8,8:25,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
53fruit,53,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,18,19:13,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
542flower,542,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78022,-115.66355,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,8,8:42,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
543flower,543,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78031,-115.66374,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,8:47,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
544flower,544,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78031,-115.66374,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,8:47,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
545flower,545,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78077,-115.66393,Passeriformes,Hirundinidae,Violet.green Swallow,summer resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,8:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
546flower,546,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.7808,-115.6641,Passeriformes,Tyrannidae,Gray Flycatcher,migrant,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,no photo,8,8:55,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
549flower,549,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78127,-115.66391,Passeriformes,Tyrannidae,Pacific.slope Flycatcher,migrant,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,"271.316, 32.382",8,9:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
54flower,54,5/1/2019,5,1,5.1.14,spring,2,14:31,16:31,34.77994,-115.66382,Passeriformes,Icteridae,Wilson's Warbler,migrant,insectivore,Foraging,Feeding,shrub,vegetative,shrub,shrub,na,24-Aug,14,15:16,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
54fruit,54,8/15/2019,8,15,8.15.18,summer,29,18:00,20:00,34,-115,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying between plants,Active movement,cactus,vegetative,cactus,cactus,75,no photo,18,19:16,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
550flower,550,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.7813,-115.66395,Passeriformes,Tyrannidae,Gray Flycatcher,migrant,insectivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,317.322,8,9:10,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
551flower,551,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78129,-115.66397,Passeriformes,Remezidae,Verdin,resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,383.391,8,9:17,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
552flower,552,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78077,-115.66394,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,392.401,8,9:25,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
554flower,554,5/6/2019,5,6,5.6.8,spring,16,8:20,10:20,34.78081,-115.66359,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,9:26,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
