,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
1474,14,10:00 AM,10,75.6,9,123,17,71.6,72.5,19,27,49,25.62,0,1,6,19,6.1.10
1475,15,11:00 AM,11,83.6,8.6,126,18.3,73.1,72.5,16,24,49,25.62,0,1,6,19,6.1.11
1476,16,12:00 PM,12,86,6.9,119,18.6,74.2,72.8,15,24,49,25.61,0,1,6,19,6.1.12
1477,17,1:00 PM,13,84,8.4,118,19.4,75.7,73.4,16,26,51,25.6,0,1,6,19,6.1.13
1478,18,2:00 PM,14,78.2,8.1,115,18.3,76.5,74.5,15,25,50,25.59,0,1,6,19,6.1.14
1479,19,3:00 PM,15,67.6,9.1,120,21.7,76.7,75.8,16,26,51,25.57,0,1,6,19,6.1.15
1480,20,4:00 PM,16,52.8,8.5,117,25.7,76.5,77.2,15,26,51,25.55,0,1,6,19,6.1.16
1481,21,5:00 PM,17,36,6.5,144,18.9,76.9,78.5,15,25,51,25.54,0,1,6,19,6.1.17
1482,22,6:00 PM,18,15.5,7.3,119,15.5,74.6,79.6,15,23,49,25.54,0,1,6,19,6.1.18
1483,23,7:00 PM,19,0.9,4.9,107,15.3,70.2,80.4,15,21,47,25.55,0,1,6,19,6.1.19
1484,24,8:00 PM,20,0,1.6,79,5,67.2,80.7,18,22,46,25.56,0,1,6,19,6.1.20
1485,25,9:00 PM,21,0,0.8,282,2.5,63.1,80.7,22,24,44,25.57,0,1,6,19,6.1.21
1486,26,10:00 PM,22,0,2.1,279,4.5,62.4,80.4,23,24,44,25.58,0,1,6,19,6.1.22
1487,27,11:00 PM,23,0,4,285,12.9,62.2,79.9,21,22,44,25.58,0,1,6,19,6.1.23
1488,28,12:00 AM,0,0,9.6,316,15.6,66.8,79.2,22,27,47,25.57,0,1,6,19,6.1.0
1489,51,1:00 AM,1,0,11.6,310,16.7,65.7,78.6,28,32,48,25.56,0,2,6,19,6.2.1
1490,61,2:00 AM,2,0,10.2,309,15.3,65.5,77.9,30,33,48,25.55,0,2,6,19,6.2.2
1491,71,3:00 AM,3,0,8.6,311,12,64.8,77.3,30,33,48,25.54,0,2,6,19,6.2.3
1492,81,4:00 AM,4,0,7.3,319,12.9,64.7,76.6,29,32,48,25.54,0,2,6,19,6.2.4
1493,91,5:00 AM,5,0.5,2.5,278,6.8,62.5,76.1,31,31,47,25.55,0,2,6,19,6.2.5
1494,101,6:00 AM,6,8.5,1.4,113,5.1,62.6,75.5,32,32,47,25.57,0,2,6,19,6.2.6
1495,111,7:00 AM,7,29.2,4,101,9.2,69,74.8,26,32,50,25.59,0,2,6,19,6.2.7
1496,121,8:00 AM,8,46.6,5.7,102,11.5,70.6,74.3,22,30,49,25.61,0,2,6,19,6.2.8
1497,131,9:00 AM,9,62.2,6.4,109,13.5,71.3,73.9,23,32,50,25.62,0,2,6,19,6.2.9
1498,141,10:00 AM,10,74.4,6.8,123,14.2,71.8,73.7,25,34,51,25.63,0,2,6,19,6.2.10
1499,151,11:00 AM,11,82.1,6.4,137,16.9,73.1,73.7,24,34,52,25.63,0,2,6,19,6.2.11
1500,161,12:00 PM,12,85.1,5.8,150,20.2,74.8,74,22,33,52,25.63,0,2,6,19,6.2.12
1501,171,1:00 PM,13,83.5,4.7,171,14.8,75.1,74.5,20,31,52,25.62,0,2,6,19,6.2.13
1502,181,2:00 PM,14,78.1,5.8,119,18.1,76.4,75.5,17,29,51,25.61,0,2,6,19,6.2.14
1503,191,3:00 PM,15,64,5.9,132,15.9,76.6,76.8,15,26,51,25.6,0,2,6,19,6.2.15
1504,201,4:00 PM,16,53.1,5.9,124,18.6,77.1,78.1,15,25,51,25.59,0,2,6,19,6.2.16
1505,211,5:00 PM,17,36.1,5.3,115,12.9,76.6,79.4,15,25,51,25.58,0,2,6,19,6.2.17
1506,221,6:00 PM,18,15.7,4.7,128,14.9,74.7,80.4,17,26,50,25.58,0,2,6,19,6.2.18
1507,231,7:00 PM,19,1,1.8,145,9.3,71,81.2,17,25,48,25.59,0,2,6,19,6.2.19
1508,241,8:00 PM,20,0,1.4,79,5.6,67.8,81.6,19,24,47,25.59,0,2,6,19,6.2.20
1509,251,9:00 PM,21,0,1.7,286,3.7,65.6,81.6,22,25,46,25.6,0,2,6,19,6.2.21
1510,261,10:00 PM,22,0,2,277,4.2,63.8,81.3,25,27,46,25.61,0,2,6,19,6.2.22
1511,271,11:00 PM,23,0,2.4,284,4.4,63.2,80.8,25,27,45,25.61,0,2,6,19,6.2.23
1512,281,12:00 AM,0,0,4.2,277,6.3,62.8,80.2,28,29,46,25.6,0,2,6,19,6.2.0
1513,52,1:00 AM,1,0,4.3,272,6.2,62.4,79.5,30,30,46,25.6,0,3,6,19,6.3.1
1514,62,2:00 AM,2,0,5.3,284,8,63.7,78.8,28,30,47,25.59,0,3,6,19,6.3.2
1515,72,3:00 AM,3,0,4.8,276,7.2,65,78.1,27,30,47,25.59,0,3,6,19,6.3.3
1516,82,4:00 AM,4,0,4.4,276,5.7,61.4,77.5,29,29,45,25.59,0,3,6,19,6.3.4
1517,92,5:00 AM,5,0.5,4.3,277,6.1,58.8,76.8,32,29,44,25.6,0,3,6,19,6.3.5
1518,102,6:00 AM,6,8.4,3.4,285,5.1,63.2,76.2,30,31,47,25.61,0,3,6,19,6.3.6
1519,112,7:00 AM,7,29.2,2.4,56,5.1,73.7,75.5,20,30,51,25.63,0,3,6,19,6.3.7
1520,122,8:00 AM,8,46.7,3.2,98,10,75.7,74.9,17,27,51,25.64,0,3,6,19,6.3.8
1521,132,9:00 AM,9,62.3,6.8,120,14.9,76,74.5,17,28,51,25.65,0,3,6,19,6.3.9
1522,142,10:00 AM,10,76.6,5.3,115,14.3,77.3,74.3,16,28,52,25.66,0,3,6,19,6.3.10
1523,152,11:00 AM,11,71.3,4.5,184,16.4,78,74.3,16,29,52,25.66,0,3,6,19,6.3.11
1524,162,12:00 PM,12,88,4.7,193,14.1,78.8,74.6,15,28,52,25.66,0,3,6,19,6.3.12
1525,172,1:00 PM,13,50.2,4.9,152,16.1,78.5,75.2,15,27,52,25.65,0,3,6,19,6.3.13
1526,182,2:00 PM,14,68.8,6.3,124,16.5,80.6,76.1,13,26,52,25.64,0,3,6,19,6.3.14
1527,192,3:00 PM,15,68.3,6,126,17.3,81.6,77.2,12,25,52,25.62,0,3,6,19,6.3.15
1528,202,4:00 PM,16,35,4.1,97,12.5,81,78.3,12,24,52,25.61,0,3,6,19,6.3.16
1529,212,5:00 PM,17,8.2,2.5,294,8.4,79.1,79.4,13,23,51,25.61,0,3,6,19,6.3.17
1530,222,6:00 PM,18,5.1,2.9,208,8.9,77.7,80.3,14,24,51,25.6,0,3,6,19,6.3.18
1531,232,7:00 PM,19,1.2,1.8,111,10.9,75.6,80.8,15,25,50,25.61,0,3,6,19,6.3.19
1532,242,8:00 PM,20,0,1.2,298,4.5,70.8,81.1,19,27,49,25.62,0,3,6,19,6.3.20
1533,252,9:00 PM,21,0,3.1,283,5.3,68.1,81,22,27,48,25.64,0,3,6,19,6.3.21
1534,262,10:00 PM,22,0,3.4,276,5.6,64,80.8,25,28,46,25.65,0,3,6,19,6.3.22
1535,272,11:00 PM,23,0,4.6,272,5.9,67.1,80.3,23,28,47,25.64,0,3,6,19,6.3.23
1536,282,12:00 AM,0,0,4.8,274,6.5,66.6,79.8,22,26,47,25.64,0,3,6,19,6.3.0
1537,53,1:00 AM,1,0,4.2,285,6.1,68.8,79.2,19,25,47,25.63,0,4,6,19,6.4.1
1538,63,2:00 AM,2,0,3.4,314,7.8,65.5,78.7,23,26,46,25.63,0,4,6,19,6.4.2
1539,73,3:00 AM,3,0,6.8,333,10.5,70.1,78,20,27,48,25.64,0,4,6,19,6.4.3
1540,83,4:00 AM,4,0,7.6,320,10.4,68.9,77.4,21,27,48,25.64,0,4,6,19,6.4.4
1541,93,5:00 AM,5,0.5,8.6,313,11,68.5,76.8,21,27,48,25.65,0,4,6,19,6.4.5
1542,103,6:00 AM,6,8.4,8.8,311,12,71.3,76.2,19,27,49,25.67,0,4,6,19,6.4.6
1543,113,7:00 AM,7,29.5,9.3,308,13.2,75.9,75.6,15,25,50,25.68,0,4,6,19,6.4.7
1544,123,8:00 AM,8,47,7.8,311,13.5,78.5,75.2,13,24,51,25.69,0,4,6,19,6.4.8
1545,133,9:00 AM,9,62.8,5.4,329,12.4,80.6,74.9,13,25,52,25.7,0,4,6,19,6.4.9
1546,143,10:00 AM,10,75.2,5.4,355,12.3,82.6,74.7,12,25,53,25.7,0,4,6,19,6.4.10
1547,153,11:00 AM,11,85.8,3.9,203,15,83.7,74.8,13,28,54,25.7,0,4,6,19,6.4.11
1548,163,12:00 PM,12,73.9,5.9,234,16.3,84,75.1,13,28,54,25.7,0,4,6,19,6.4.12
1549,173,1:00 PM,13,35.9,4.3,208,15,82.7,75.7,13,27,53,25.69,0,4,6,19,6.4.13
1550,183,2:00 PM,14,58.4,5.1,258,13.4,84.8,76.6,12,26,54,25.67,0,4,6,19,6.4.14
1551,193,3:00 PM,15,44.4,5,271,15.5,84.9,77.6,11,26,54,25.66,0,4,6,19,6.4.15
1552,203,4:00 PM,16,53.4,4.2,196,13.6,86.8,78.5,11,26,55,25.65,0,4,6,19,6.4.16
1553,213,5:00 PM,17,36.1,5.1,1,17.9,86,79.5,11,26,54,25.64,0,4,6,19,6.4.17
1554,223,6:00 PM,18,16.2,5.1,282,15.9,84.7,80.3,11,24,53,25.64,0,4,6,19,6.4.18
1555,233,7:00 PM,19,1,3.9,267,12.8,80.3,81,12,23,51,25.64,0,4,6,19,6.4.19
1556,243,8:00 PM,20,0,6.7,291,13.7,79.2,81.4,12,22,51,25.65,0,4,6,19,6.4.20
1557,253,9:00 PM,21,0,7.5,295,12.1,76.7,81.6,13,22,50,25.66,0,4,6,19,6.4.21
1558,263,10:00 PM,22,0,5,290,9.9,75.1,81.5,13,22,49,25.67,0,4,6,19,6.4.22
1559,273,11:00 PM,23,0,4.4,304,8.6,73,81.1,16,23,49,25.67,0,4,6,19,6.4.23
1560,283,12:00 AM,0,0,5,290,7.6,71.8,80.7,17,25,48,25.67,0,4,6,19,6.4.0
1561,54,1:00 AM,1,0,5.1,294,7.9,73.7,80.3,15,23,49,25.67,0,5,6,19,6.5.1
1562,64,2:00 AM,2,0,6.1,319,9.6,72.3,79.7,16,24,48,25.66,0,5,6,19,6.5.2
1563,74,3:00 AM,3,0,7.2,321,13.4,74.9,79.2,15,24,49,25.67,0,5,6,19,6.5.3
1564,84,4:00 AM,4,0,9.1,322,13,76.1,78.6,17,28,51,25.67,0,5,6,19,6.5.4
1565,94,5:00 AM,5,0.5,9.4,322,13.6,76.2,78.1,19,31,52,25.67,0,5,6,19,6.5.5
1566,104,6:00 AM,6,8.3,8.3,322,11.5,77.2,77.6,18,30,52,25.68,0,5,6,19,6.5.6
1567,114,7:00 AM,7,29.3,5.3,313,9.4,81.8,77.1,15,30,54,25.69,0,5,6,19,6.5.7
1568,124,8:00 AM,8,46.6,2.8,185,9,84.4,76.7,13,29,54,25.71,0,5,6,19,6.5.8
1569,134,9:00 AM,9,62.2,3,130,11.1,86.8,76.4,13,31,56,25.71,0,5,6,19,6.5.9
1570,144,10:00 AM,10,74.2,3.9,146,12.8,86.8,76.3,14,32,56,25.72,0,5,6,19,6.5.10
1571,154,11:00 AM,11,83.3,3.7,208,11.5,87.4,76.4,14,32,56,25.73,0,5,6,19,6.5.11
1572,164,12:00 PM,12,78.6,4.5,178,13.9,88.4,76.7,13,32,57,25.72,0,5,6,19,6.5.12
1573,174,1:00 PM,13,33.1,3.9,139,15.2,86.4,77.4,14,32,56,25.71,0,5,6,19,6.5.13
1574,184,2:00 PM,14,38,3.5,152,15.7,87.4,78.3,14,32,56,25.7,0,5,6,19,6.5.14
1575,194,3:00 PM,15,37.2,4.5,214,14.6,87,79.3,14,31,56,25.69,0,5,6,19,6.5.15
1576,204,4:00 PM,16,57,4.4,210,15.8,90.2,80.1,12,31,57,25.67,0,5,6,19,6.5.16
1577,214,5:00 PM,17,34.8,5.8,225,17.3,88.8,80.9,13,31,57,25.66,0,5,6,19,6.5.17
1578,224,6:00 PM,18,14.2,3.6,208,14.1,87.5,81.6,13,31,56,25.66,0,5,6,19,6.5.18
1579,234,7:00 PM,19,1,3.9,216,12.4,83.6,82.3,15,31,55,25.66,0,5,6,19,6.5.19
1580,244,8:00 PM,20,0,3.4,263,11.5,81.1,82.7,18,33,55,25.66,0,5,6,19,6.5.20
1581,254,9:00 PM,21,0,6.6,276,13.3,79.2,82.9,22,37,55,25.68,0,5,6,19,6.5.21
1582,264,10:00 PM,22,0,5.4,268,14.5,78.9,82.7,21,35,54,25.69,0,5,6,19,6.5.22
1583,274,11:00 PM,23,0,11.6,283,23.2,78.4,82.5,19,33,53,25.68,0,5,6,19,6.5.23
1584,284,12:00 AM,0,0,14,282,21.3,78.8,82.1,15,28,52,25.67,0,5,6,19,6.5.0
1585,55,1:00 AM,1,0,15.1,303,22.3,77.7,81.7,16,28,52,25.67,0,6,6,19,6.6.1
1586,65,2:00 AM,2,0,18,305,28.1,77.1,81.3,20,33,53,25.66,0,6,6,19,6.6.2
1587,75,3:00 AM,3,0,16.1,308,25.9,77.2,80.9,21,34,53,25.65,0,6,6,19,6.6.3
1588,85,4:00 AM,4,0,3.5,351,13.7,74.7,80.5,23,35,53,25.66,0,6,6,19,6.6.4
1589,95,5:00 AM,5,0.5,1,229,4.4,71.4,80.1,27,35,51,25.67,0,6,6,19,6.6.5
1590,105,6:00 AM,6,8.6,0.6,238,2.7,72.2,79.6,28,38,53,25.68,0,6,6,19,6.6.6
1591,115,7:00 AM,7,28.2,1.5,168,5.1,80.9,79,22,39,56,25.69,0,6,6,19,6.6.7
1592,125,8:00 AM,8,47,3.7,159,11.9,81.8,78.6,21,38,56,25.7,0,6,6,19,6.6.8
1593,135,9:00 AM,9,59.6,3.1,204,9.6,82.4,78.3,17,34,55,25.71,0,6,6,19,6.6.9
1594,145,10:00 AM,10,73.7,4.6,187,11.8,83.1,78.1,17,34,56,25.71,0,6,6,19,6.6.10
1595,155,11:00 AM,11,82.8,5.6,209,14.1,84.3,78.1,17,34,56,25.71,0,6,6,19,6.6.11
1596,165,12:00 PM,12,86,5.7,212,15.3,85.6,78.3,13,28,55,25.71,0,6,6,19,6.6.12
1597,175,1:00 PM,13,83.4,5.8,204,16.6,86.6,78.8,12,29,55,25.7,0,6,6,19,6.6.13
1598,185,2:00 PM,14,71,7.1,176,28.1,86.2,79.7,14,31,56,25.68,0,6,6,19,6.6.14
1599,195,3:00 PM,15,69.3,8.3,148,26.2,87.6,80.8,13,32,56,25.67,0,6,6,19,6.6.15
1600,205,4:00 PM,16,49.7,6.8,114,25.6,87.1,82,12,29,56,25.65,0,6,6,19,6.6.16
1601,215,5:00 PM,17,30.7,5,169,18.3,86.1,83.3,12,28,55,25.64,0,6,6,19,6.6.17
1602,225,6:00 PM,18,11.3,5.1,104,22.4,83.5,84.3,16,32,55,25.64,0,6,6,19,6.6.18
1603,235,7:00 PM,19,1.7,6.5,222,18.2,80.8,85,17,32,54,25.64,0,6,6,19,6.6.19
1604,245,8:00 PM,20,0,7.3,266,17.3,78.9,85.4,15,27,52,25.65,0,6,6,19,6.6.20
1605,255,9:00 PM,21,0,10,272,21.3,77.6,85.5,15,27,51,25.66,0,6,6,19,6.6.21
1606,265,10:00 PM,22,0,7.5,270,16.8,76.3,85.3,17,28,51,25.66,0,6,6,19,6.6.22
1607,275,11:00 PM,23,0,4.1,275,11.8,74.1,85,18,28,50,25.66,0,6,6,19,6.6.23
1608,285,12:00 AM,0,0,5.2,273,10.9,71.7,84.5,20,29,50,25.65,0,6,6,19,6.6.0
1609,56,1:00 AM,1,0,7.2,283,12.1,70.7,84,21,29,49,25.64,0,7,6,19,6.7.1
1610,66,2:00 AM,2,0,7.7,297,14.2,70.2,83.4,22,29,49,25.63,0,7,6,19,6.7.2
1611,76,3:00 AM,3,0,3.1,274,6.7,67.8,82.8,22,27,47,25.63,0,7,6,19,6.7.3
1612,86,4:00 AM,4,0,3.6,269,9.1,66.4,82.2,24,28,47,25.62,0,7,6,19,6.7.4
1613,96,5:00 AM,5,0.4,1.7,240,6.4,66.1,81.6,22,26,46,25.62,0,7,6,19,6.7.5
1614,106,6:00 AM,6,8.4,1.2,262,4.8,67.2,80.9,23,28,47,25.63,0,7,6,19,6.7.6
1615,116,7:00 AM,7,29.8,1.7,173,8,76.1,80.2,17,28,51,25.63,0,7,6,19,6.7.7
1616,126,8:00 AM,8,47.3,4.4,225,9.8,76.7,79.6,16,28,51,25.64,0,7,6,19,6.7.8
1617,136,9:00 AM,9,62.9,4.7,219,11,77.9,79.1,16,28,52,25.64,0,7,6,19,6.7.9
1618,146,10:00 AM,10,75,5.5,205,15,77.8,78.8,19,33,53,25.65,0,7,6,19,6.7.10
1619,156,11:00 AM,11,82.9,4.8,201,14.8,78.8,78.7,18,32,53,25.65,0,7,6,19,6.7.11
1620,166,12:00 PM,12,85.9,5.1,156,15.9,79.9,78.8,18,32,54,25.64,0,7,6,19,6.7.12
1621,176,1:00 PM,13,84.6,6.1,148,17.5,80.9,79.2,16,30,53,25.63,0,7,6,19,6.7.13
1622,186,2:00 PM,14,79,5.8,160,21.1,82.4,80.1,15,30,54,25.61,0,7,6,19,6.7.14
1623,196,3:00 PM,15,68.1,6.8,175,21.8,82.6,81.1,15,30,54,25.6,0,7,6,19,6.7.15
1624,206,4:00 PM,16,53.6,4.9,149,14.1,83.9,82.3,15,31,55,25.59,0,7,6,19,6.7.16
1625,216,5:00 PM,17,36.8,5.4,143,24.8,84.5,83.5,14,29,55,25.57,0,7,6,19,6.7.17
1626,226,6:00 PM,18,16.6,5.8,217,22.1,82.3,84.5,14,28,54,25.57,0,7,6,19,6.7.18
1627,236,7:00 PM,19,1,3.5,228,10.3,78.9,85.3,15,27,52,25.58,0,7,6,19,6.7.19
1628,246,8:00 PM,20,0,6.2,284,15.2,76.2,85.8,18,28,51,25.58,0,7,6,19,6.7.20
1629,256,9:00 PM,21,0,14.6,314,24,72.5,85.9,28,37,53,25.6,0,7,6,19,6.7.21
1630,266,10:00 PM,22,0,14.6,313,25.8,70.1,85.7,28,35,51,25.6,0,7,6,19,6.7.22
1631,276,11:00 PM,23,0,8.8,291,15.2,69.1,85.3,25,32,49,25.6,0,7,6,19,6.7.23
1632,286,12:00 AM,0,0,6.3,272,14.1,70.6,84.9,15,21,47,25.6,0,7,6,19,6.7.0
1633,57,1:00 AM,1,0,7.9,284,14.3,69.4,84.3,16,21,46,25.6,0,8,6,19,6.8.1
1634,67,2:00 AM,2,0,8,272,15.2,67.9,83.7,18,22,46,25.6,0,8,6,19,6.8.2
1635,77,3:00 AM,3,0,7.9,268,13.2,65.7,83.1,25,29,47,25.6,0,8,6,19,6.8.3
1636,87,4:00 AM,4,0,9.4,292,16.3,64.1,82.4,29,31,47,25.61,0,8,6,19,6.8.4
1637,97,5:00 AM,5,0.4,14,308,23,64,81.8,30,32,47,25.63,0,8,6,19,6.8.5
1638,107,6:00 AM,6,8.5,12.7,309,21.4,65.9,81.1,24,28,47,25.65,0,8,6,19,6.8.6
1639,117,7:00 AM,7,30.2,10.4,312,19.7,69.3,80.4,21,27,48,25.66,0,8,6,19,6.8.7
1640,127,8:00 AM,8,47.8,5.9,324,14.1,72.8,79.8,17,25,49,25.68,0,8,6,19,6.8.8
1641,137,9:00 AM,9,63.7,5.1,341,12,75.8,79.4,15,24,50,25.69,0,8,6,19,6.8.9
1642,147,10:00 AM,10,76,7.4,118,14.7,77,79.1,14,25,51,25.7,0,8,6,19,6.8.10
1643,157,11:00 AM,11,83.7,6.4,101,13,78.2,79,14,26,51,25.71,0,8,6,19,6.8.11
1644,167,12:00 PM,12,86.3,7.2,105,17.5,79.4,79.1,15,28,52,25.72,0,8,6,19,6.8.12
1645,177,1:00 PM,13,84.9,6.8,115,15.7,80.6,79.5,14,26,52,25.72,0,8,6,19,6.8.13
1646,187,2:00 PM,14,79.8,5.3,113,14.2,81.9,80.3,12,24,52,25.72,0,8,6,19,6.8.14
1647,197,3:00 PM,15,69.1,4.8,164,12.4,82.7,81.3,12,24,53,25.72,0,8,6,19,6.8.15
1648,207,4:00 PM,16,54.7,4.3,256,11.8,83.6,82.5,11,24,53,25.71,0,8,6,19,6.8.16
1649,217,5:00 PM,17,37.7,4.7,86,12.7,83.2,83.8,12,24,53,25.71,0,8,6,19,6.8.17
1650,227,6:00 PM,18,17.2,4.6,295,11.1,81.9,84.9,12,24,52,25.71,0,8,6,19,6.8.18
1651,237,7:00 PM,19,1,7.2,310,13.3,76.6,85.7,13,23,50,25.72,0,8,6,19,6.8.19
1652,247,8:00 PM,20,0,10.3,311,18.2,74.8,86.2,13,22,49,25.74,0,8,6,19,6.8.20
1653,257,9:00 PM,21,0,10.2,311,18.9,74.2,86.3,13,21,48,25.75,0,8,6,19,6.8.21
1654,267,10:00 PM,22,0,10.2,315,21,73.7,86.1,13,20,48,25.77,0,8,6,19,6.8.22
1655,277,11:00 PM,23,0,10.3,314,18.1,73,85.8,14,20,48,25.77,0,8,6,19,6.8.23
1656,287,12:00 AM,0,0,9.4,315,14.5,72.7,85.2,16,24,49,25.77,0,8,6,19,6.8.0
1657,58,1:00 AM,1,0,8.2,314,14.1,72.2,84.7,18,27,49,25.76,0,9,6,19,6.9.1
1658,68,2:00 AM,2,0,6.7,318,10.7,72.2,84.1,18,27,49,25.77,0,9,6,19,6.9.2
1659,78,3:00 AM,3,0,6.8,314,14.7,71.5,83.5,18,26,49,25.77,0,9,6,19,6.9.3
1660,88,4:00 AM,4,0,3.6,313,7.9,70.1,82.9,19,27,48,25.78,0,9,6,19,6.9.4
1661,98,5:00 AM,5,0.5,1.9,346,5.5,66.2,82.4,23,27,47,25.8,0,9,6,19,6.9.5
1662,108,6:00 AM,6,8.4,1.9,66,4.7,66.8,81.7,23,27,47,25.82,0,9,6,19,6.9.6
1663,118,7:00 AM,7,29.9,2.1,96,8,75.7,81,15,25,50,25.84,0,9,6,19,6.9.7
1664,128,8:00 AM,8,47.4,3,198,7.9,76.6,80.4,14,24,50,25.86,0,9,6,19,6.9.8
1665,138,9:00 AM,9,63.2,4,198,15.5,78,80,13,24,51,25.87,0,9,6,19,6.9.9
1666,148,10:00 AM,10,75.7,4.9,87,14.8,80,79.7,12,22,51,25.87,0,9,6,19,6.9.10
1667,158,11:00 AM,11,83.7,6.6,348,16.3,80.6,79.6,11,22,51,25.88,0,9,6,19,6.9.11
1668,168,12:00 PM,12,86.8,8,304,18.3,81.3,79.7,11,22,52,25.87,0,9,6,19,6.9.12
1669,178,1:00 PM,13,85.6,5.7,13,15.8,82,80.1,10,21,52,25.86,0,9,6,19,6.9.13
1670,188,2:00 PM,14,80.1,4.9,22,15.4,83.3,80.8,10,21,52,25.85,0,9,6,19,6.9.14
1671,198,3:00 PM,15,69.5,4.3,128,22.7,84.8,81.8,9,21,53,25.84,0,9,6,19,6.9.15
1672,208,4:00 PM,16,55,10.6,107,23,84.2,83.1,10,21,52,25.83,0,9,6,19,6.9.16
1673,218,5:00 PM,17,38.2,10.3,100,18.1,83,84.3,10,20,52,25.82,0,9,6,19,6.9.17
1674,228,6:00 PM,18,17.6,7.4,89,16.7,81.4,85.4,10,19,51,25.81,0,9,6,19,6.9.18
1675,238,7:00 PM,19,0.9,5.6,299,17.4,78,86.2,11,19,50,25.81,0,9,6,19,6.9.19
1676,248,8:00 PM,20,0,8.2,307,18.7,76.3,86.7,11,18,49,25.82,0,9,6,19,6.9.20
1677,258,9:00 PM,21,0,10.3,310,15.9,74.7,86.8,11,17,48,25.83,0,9,6,19,6.9.21
1678,268,10:00 PM,22,0,10.1,304,16.2,73.6,86.6,12,18,48,25.83,0,9,6,19,6.9.22
1679,278,11:00 PM,23,0,10.1,308,16.1,74.4,86.3,11,17,48,25.83,0,9,6,19,6.9.23
1680,288,12:00 AM,0,0,9.2,314,14.3,74.5,85.8,11,17,48,25.83,0,9,6,19,6.9.0
1681,59,1:00 AM,1,0,5.1,327,8.6,73,85.2,11,16,47,25.82,0,10,6,19,6.10.1
1682,69,2:00 AM,2,0,5,327,8.8,69.2,84.6,13,16,45,25.82,0,10,6,19,6.10.2
1683,79,3:00 AM,3,0,3.7,295,7.3,68.7,84,14,17,45,25.82,0,10,6,19,6.10.3
1684,89,4:00 AM,4,0,4.8,284,5.8,64.7,83.4,16,18,44,25.82,0,10,6,19,6.10.4
1685,99,5:00 AM,5,0.5,4.8,283,6.2,63.3,82.7,18,19,43,25.82,0,10,6,19,6.10.5
1686,109,6:00 AM,6,8.4,3.6,283,4.9,67.4,82,17,21,46,25.84,0,10,6,19,6.10.6
1687,119,7:00 AM,7,30.8,1.7,131,7.3,80,81.2,11,20,51,25.85,0,10,6,19,6.10.7
1688,129,8:00 AM,8,47.7,2.4,169,9.7,82,80.6,10,19,51,25.87,0,10,6,19,6.10.8
1689,139,9:00 AM,9,63.3,3.3,208,10.6,82.3,80.1,9,19,51,25.87,0,10,6,19,6.10.9
1690,149,10:00 AM,10,77.3,4,207,12.7,83.9,79.8,9,19,52,25.88,0,10,6,19,6.10.10
1691,159,11:00 AM,11,84.5,4.8,139,12.1,84.9,79.8,9,19,52,25.88,0,10,6,19,6.10.11
1692,169,12:00 PM,12,76.7,4.7,241,15.1,85.7,79.9,8,19,53,25.88,0,10,6,19,6.10.12
1693,179,1:00 PM,13,76.3,4.8,263,13.3,86.9,80.3,8,18,53,25.87,0,10,6,19,6.10.13
1694,189,2:00 PM,14,79.9,4.9,226,13.5,88.3,81,7,18,53,25.85,0,10,6,19,6.10.14
1695,199,3:00 PM,15,68.6,6.4,264,15.3,88.5,82,7,18,53,25.84,0,10,6,19,6.10.15
1696,209,4:00 PM,16,51.8,5.3,288,12.8,88.8,83.1,7,17,53,25.83,0,10,6,19,6.10.16
1697,219,5:00 PM,17,31.8,5.5,286,13,87.5,84.4,7,15,53,25.82,0,10,6,19,6.10.17
1698,229,6:00 PM,18,14.6,6.3,289,12.7,85.3,85.4,7,13,52,25.82,0,10,6,19,6.10.18
1699,239,7:00 PM,19,2,6.5,307,9.9,81.8,86.2,8,13,50,25.83,0,10,6,19,6.10.19
1700,249,8:00 PM,20,0,8.9,312,13.7,80.8,86.7,9,15,50,25.83,0,10,6,19,6.10.20
1701,259,9:00 PM,21,0,8.2,319,12.9,79.7,86.8,9,16,50,25.85,0,10,6,19,6.10.21
1702,269,10:00 PM,22,0,8,323,14.8,79.3,86.7,9,16,50,25.85,0,10,6,19,6.10.22
1703,279,11:00 PM,23,0,6,321,13.9,78.6,86.4,9,16,49,25.85,0,10,6,19,6.10.23
1704,289,12:00 AM,0,0,7.2,319,15.8,79.2,86,9,16,50,25.85,0,10,6,19,6.10.0
1705,510,1:00 AM,1,0,7.9,330,19.1,79.1,85.5,9,16,50,25.85,0,11,6,19,6.11.1
1706,610,2:00 AM,2,0,12.5,323,19.7,77.8,84.9,11,19,50,25.85,0,11,6,19,6.11.2
1707,710,3:00 AM,3,0,12.6,314,19.1,77.1,84.3,12,21,50,25.84,0,11,6,19,6.11.3
1708,810,4:00 AM,4,0,12.2,316,18.1,77.1,83.8,12,22,50,25.85,0,11,6,19,6.11.4
1709,910,5:00 AM,5,0.5,10.3,324,15.1,76.9,83.2,14,23,50,25.86,0,11,6,19,6.11.5
